ID,MHG_ID,SUBCAMP,MAIN,WOMEN,MEN,GENDER,FIRMS,YYYY_OPEN,MM_OPEN,DD_OPEN,OPEN_TXT,YYYY_CLOSE,MM_CLOSE,DD_CLOSE,CLOSE_TXT,PRISONERS,DATE_OPEN,DATE_CLOSE,PEAK_POP,FUNC_1,FUNC_2,HOW_FOUND,SHARE_LOC,LAT,LONG,NATIONS,ENCY_REF,LABOR,EDIT_NOTES,FIRMABBREV
04-1021-1,657,"Westeregeln (""Maulwurf,"" ""Tarthun,"" ""MW"")",Buchenwald,0,1,1,"Junkers Flugzeug und Motorenwerk A.G, Zweigwerkg Schonebeck",44,10,,"""October 1944""",45,04,11,,,"""1944-10-15T00:00:00.000Z""","""1945-04-11T00:00:00.000Z""",564,3,0,,0,51.966701,11.399999,"Polish, Russian, French","Encyclopedia of Camps, Volume 1 pg 437","Inmates provided labor for construction projects that would enable fighter jet production to go underground to shelter it from Allied bombing raids, worked underground in the",,Junkers
04-0907-1,642,"Sonneberg-West (""Sonneberg,"" ""SG"")",Buchenwald,0,1,1,Firma G.E. Reinhardt Zahnradfabrik,44,09,,"""September 1944""",45,,,,Jewish,"""1944-09-15T00:00:00.000Z""","""1945-03-01T00:00:00.000Z""",423,4,0,,0,50.349998,11.1667,"Hungarian, Polish","Encyclopedia of Camps, Volume 1 pg 420","Inmates used for labor in the manufacture of aircraft parts for Ju 52 transport planes, as well as gear mechanisms for tanks and other weapons",,
04-1046-2,659,Wolfen,Buchenwald,2,0,2,IG Farbenindustrie AG Filmfabrik Wolfen,43,05,,"""May 1943""",45,02,18,,"Resistors, Political","""1943-05-15T00:00:00.000Z""","""1945-02-18T00:00:00.000Z""",425,5,0,,0,51.666698,12.2833,"Russian, Polish","Encyclopedia of Camps, Volume 1 pg 440","Prisoners made synthetic fibers: rayon, Vistra, and artificial silk for uniforms for armed forces",,IG Farben
04-1040-1,658,"Witten-Annen (""AGW"")",Buchenwald,0,1,1,"Ruhrstahl ""Annener Gussstahlwerk""",44,09,,"""September 1944""",45,04,11,,"Mostly Political, Some resistance/sabatogers/escapees, a few asocial, 2 homosexual, Mischlinge(Mixed Race), and Career Criminals","""1944-09-15T00:00:00.000Z""","""1945-04-11T00:00:00.000Z""",700,4,0,,0,51.4333,7.3333,"Mostly French and Russian, few Italian, Czech, Polish, Belgian, and German","Encyclopedia of Camps, Volume 1 pg 438",Inmates worked in a steel factory to produce armaments,,
03-0028-3,663,Augsburg-Horgau,Dachau,2,1,3,Sheet Metal Facility of the Messerschmitt Aircraft Factory,45,03,,"""March 1945""",45,04,04,"""April 4, 1945""",some POW,"""1945-03-15T00:00:00.000Z""","""1945-04-04T00:00:00.000Z""",307,4,0,,0,48.3667,10.8833,"Russian, Hungarian, French, Alsatians",Encyclopedia of Camps and Ghettos p. 452,wings for Me 262 fighter jet produced; laborers also worked in sheet metal factory,,Messerschmitt
03-0029-1,664,Augsburg-Pfersee,Dachau,0,1,1,Messerschmitt AG,44,04,27,"""April 27, 1944""",45,04,25,,"Mostly Political, Forced Labor, Political Protective, Jehovah's witnesses, Gypsies, Homosexuals, Jews","""1944-04-27T00:00:00.000Z""","""1945-04-25T00:00:00.000Z""",1750,4,6,Found Pfersee suburb of Augsburg on google maps,0,48.368,10.868,"Belgian, French, Greek, Italian, Yugoslavian, Lithuanian, Luxemburgers, Dutch, Austrian, Polish, Ukranian, Hungarian, White Russian(Belarus)",Encyclopedia of Camps and Ghettos p. 454,worked almost exclusively for Messerschmitt; some worked in the city of Augsburg and german Railways,,Messerschmitt
03-0280-1,682,Feldmoching,Dachau,0,1,1,,,,,,,,,,,"""1899-11-30T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1,1,0,,0,48.2167,11.5333,,Encyclopedia of Camps and Ghettos p. 471,no information available,BB added N_FIRM data 7/4/2012,
03-0670-0,736,München (Königinstrasse),Dachau,0,0,0,,,,,,,,,,,"""1899-11-30T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1,7,0,Found Koniginstrasse in Munchen,0,48.1513,11.5851,,Encyclopedia of Camps and Ghettos p. 508,testimony from one prisoner says he worked on an underground bunker,,
03-0030-2,665,Augsburg (Michelwerke),Dachau,2,0,2,"Michelwerke, Keller & Knappich",44,09,07,"""September 7, 1944""",45,04,,"""April 1945""",,"""1944-09-07T00:00:00.000Z""","""1945-04-15T00:00:00.000Z""",500,4,7,Found Kriegshaber district of Augsburg,0,48.3765,10.8587,"Hungarian, Czech, Ukranian",Encyclopedia of Camps and Ghettos p. 451,michelwerke produced electrical parts for airplanes; keller and knappich produced small mortars and cartridges; after air raids women used for clean up,,
03-0038-1,666,"Bad Ischl [aka Bad Ischl, Umsiedlerlager]",Dachau,0,1,1,,42,02,09,"""February 9, 1942""",42,12,19,"""December 19, 1942""",,"""1942-02-09T00:00:00.000Z""","""1942-12-19T00:00:00.000Z""",60,3,0,,0,47.7167,13.6167,,Encyclopedia of Camps and Ghettos p. 455,prisoners used for erecting and furnishing barracks of resettlement camps,,
03-0040-3,668,Bad Oberdorf,Dachau,2,1,3,,45,03,20,"""March 20, 1945""",45,04,25,"""April 25, 1945""","Ilse Hess, Rudolf Hess's wife, along with one Jehovahs Witness","""1945-03-20T00:00:00.000Z""","""1945-04-25T00:00:00.000Z""",1,1,0,,0,47.5,10.3833,German,Encyclopedia of Camps and Ghettos p. 455,this camp consisted of one prisoner and lasted for one month,,
03-0045-0,669,Bad Tölz,Dachau,0,0,0,,40,05,01,"""May 1, 1940""",45,,,,,"""1940-05-01T00:00:00.000Z""","""1945-06-01T00:00:00.000Z""",172,1,0,,0,47.7667,11.5667,,Encyclopedia of Camps and Ghettos p. 456,attached to the SS-Leadership School; employed by Central Construction Administratino of the Waffen-SS,,
03-0050-3,670,Bäumenheim,Dachau,2,1,3,Messerschmitt- Werke,44,08,01,"""August 1, 1944""",45,04,25,"""April 25, 1945""",,"""1944-08-01T00:00:00.000Z""","""1945-04-25T00:00:00.000Z""",1,4,0,,0,48.6833,10.8167,,Encyclopedia of Camps and Ghettos p. 457,produced airplane parts,,Messerschmitt
03-0056-1,671,Bayrischzell,Dachau,0,1,1,Office W VIII/2 Rest and Recuperation Facilities,43,11,,"""November 1943""",45,04,05,"""April 5, 1945""",,"""1943-11-15T00:00:00.000Z""","""1945-04-05T00:00:00.000Z""",10,6,0,,0,47.6667,12.0167,Unknown,Encyclopedia of Camps and Ghettos p. 459,prisoners were detailed to work at an SS hospital,,
03-0106-0,672,Blaichach,Dachau,0,0,0,"Allgau Cotton Mill Ltd., Bayerische Motorenwerke",44,07,21,"""July 21, 1944""",45,05,01,"""May 1, 1945""","Political, and others","""1944-07-21T00:00:00.000Z""","""1945-05-01T00:00:00.000Z""",700,4,0,,0,47.5333,10.2667,"Ukranian, Russian, Polish, French, Dutch, Belgian",Encyclopedia of Camps and Ghettos p. 459,"Allgau Baumwollspinn und Weberei AG, BMW",,BMW
03-0164-2,673,Burgau,Dachau,2,0,2,Kuno-Forest Factory,45,02,,"""February 1945""",45,03,24,"""March 24, 1945""",Jewish,"""1945-02-15T00:00:00.000Z""","""1945-03-24T00:00:00.000Z""",500,4,0,,0,48.4333,10.4,"Hungarian, Polish,",Encyclopedia of Camps and Ghettos p. 461,"Messerschmitt Kuno I Factory, built Me 262 fighter jets",,
03-0178-3,677,Dachau,Dachau,2,1,3,"Deutsche Ausrustungswerke, BMW, Messerschmidt, Dornier",33,03,22,"""March 22, 1933""",45,04,29,,"Jewish Political, Political(Communists, SPD, any other political oppostion to the Nazi's), Gyspys, Resistance, Jehovah's Witness, Jewish, Homosexuals, Career Criminals, asocials, POW's","""1933-03-22T00:00:00.000Z""","""1945-04-29T00:00:00.000Z""",14232,6,0,,0,48.2699,11.4683,All over Europe - prisoners for 37 different countries,Encyclopedia of Camps and Ghettos p. 442,"prisoners were tortured, cultivated the surrounding moors, built herb garden and worked for the German Equipment works, DAW",BB added N_FIRM data 7/3/2012,DAW
03-0179-2,674,Dachau (Entomologisches Institut der Waffen-SS),Dachau,2,0,2,Entomological Institute,42,02,10,"""February 10, 1942""- they start ""1944"" moves to Dachau officially",45,,,"""1945""",Jehovahs Witnesses,"""1942-02-10T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",30,3,0,,0,48.28,11.4621,,Encyclopedia of Camps and Ghettos p. 462,prisoners constructed barracks,,
03-0180-0,675,Dachau (Fleischwarenfabrik Wülfert),Dachau,0,0,0,Wulfert GmbH,41,08,,"""August 1941""",45,04,26,,,"""1941-08-15T00:00:00.000Z""","""1945-04-26T00:00:00.000Z""",320,5,0,,0,48.2576,11.4397,,Encyclopedia of Camps and Ghettos p. 463,Wulfert GmbH processed and packaged meat,,
03-0181-0,1625,Dachau (Gut Pollnhof),Dachau,0,0,0,,45,03,01,"""March 1, 1945""",45,04,25,,,"""1945-03-01T00:00:00.000Z""","""1945-04-25T00:00:00.000Z""",50,6,0,Assigned lat/lng of city of Dachau; camp was in its immediate vicinity but no specific information exists,1,48.2594,11.4343,,Encyclopedia of Camps and Ghettos p. 465,"prisoners worked on various agricultural work detachments, tended to horses, plowed/planted fields, harvested crops",,
03-0182-0,676,Dachau (Präzifix GmbH),Dachau,0,0,0,"Prazifix GmbH,",43,02,07,"""February 7, 1943""",45,04,26,"""April 26, 1945""",,"""1943-02-07T00:00:00.000Z""","""1945-04-26T00:00:00.000Z""",400,4,0,Assigned lat/lng of city of Dachau; camp was in its immediate vicinity but no specific information exists,1,48.2594,11.4343,"Polish, Czech, Yugoslavian",Encyclopedia of Camps and Ghettos p. 465,Prazifix produced screws for aircraft engines,,
03-0241-1,679,"Eching [aka OT, Neufahrn]",Dachau,0,1,1,,45,04,10,"""April 10, 1945""",45,04,25,"""April 25, 1945""",,"""1945-04-10T00:00:00.000Z""","""1945-04-25T00:00:00.000Z""",500,3,0,,0,48.0833,11.1167,,Encyclopedia of Camps and Ghettos p. 467,prisoners erected airport and constructed defensive fortification,BB added N_FIRM data 7/3/2012,
03-0256-1,1245,Ellwangen,Dachau,0,1,1,SS Motorcycle Reserve Batalion,41,07,03,"""July 3, 1941""",42,10,17,"""October 17, 1942""",,"""1941-07-03T00:00:00.000Z""","""1942-10-17T00:00:00.000Z""",35,6,3,,0,48.9667,10.1333,,Encyclopedia of Camps and Ghettos p. 468,"inmates worked for the needs of the battalion: shoemakers, tailors, gardeners, construction workers",,
03-0264-0,678,"Eschelbach [aka, erroneously, Echelsbach]",Dachau,0,0,0,,44,12,12,"""December 12, 1944""",45,04,04,"""April 4, 1945""",,"""1944-12-12T00:00:00.000Z""","""1945-04-04T00:00:00.000Z""",40,6,0,,0,47.7,10.9833,"German, Italian, French, Polish, Serbian, Dutch",Encyclopedia of Camps and Ghettos p. 468,laid underground cables towards city of Pfaffenhofen,,
03-0278-0,681,Feldafing,Dachau,0,0,0,Messerschmittwerke,42,,,"""Spring 1942""",45,,,"""Early 1945""","Mostly Jewish, some Gypsies","""1942-03-01T00:00:00.000Z""","""1945-01-01T00:00:00.000Z""",65,3,0,,0,47.95,11.3,"German, Italian, French, Greek, Mostly eastern europeans though",Encyclopedia of Camps and Ghettos p. 469,"used in earthworks and grading works for on-site construction; road building, air-raid shelters, tunnels",,Messerschmitt
03-0284-1,683,Fischbachau,Dachau,0,1,1,,44,09,12,"""September 12, 1944""",45,01,21,"""January 21, 1945""",,"""1944-09-12T00:00:00.000Z""","""1945-01-21T00:00:00.000Z""",23,3,0,,0,47.7167,11.95,,Encyclopedia of Camps and Ghettos p. 471,constructed wooden temporary quarters for SS officers and their families,,
03-0285-1,685,Fischhorn,Dachau,0,1,1,,44,09,06,"""September 6, 1944""",45,04,25,"""April 25, 1945""",,"""1944-09-06T00:00:00.000Z""","""1945-04-25T00:00:00.000Z""",150,3,2,,0,47.2833,12.8,,Encyclopedia of Camps and Ghettos p. 472,constructed stables for SS-Remount Office; some also worked in the sand detachment extracting sand from a local creek,,
03-0296-3,686,Friedrichshafen,Dachau,2,1,3,Luftschiffbau Zeppelin GmbH,43,06,22,"""June 22, 1943""",44,09,25,"""September 25, 1944""","POW, Political, Jewish","""1943-06-22T00:00:00.000Z""","""1944-09-25T00:00:00.000Z""",1100,3,7,,0,47.65,9.4833,"Germans, Russians, French, Czech, Yugoslavs, Belgains, Spaniards, Luxemburgers, Greeks, Italians, Polish",Encyclopedia of Camps and Ghettos p. 472,"worked exclusively for Luftschiffbau on construction projects, underground tunnel, bunker, removed rubble, disarmed bombs",,
03-0305-0,687,Gablingen,Dachau,0,0,0,Messerschmitt,44,02,21,"""February 21, 1944?""-ITS, Spring/Summer 1944- others",45,04,25,"""April 25, 1945""","Gypsies, Political, Asocial, Criminals","""1944-02-21T00:00:00.000Z""","""1945-04-25T00:00:00.000Z""",1000,4,0,,0,48.45,10.8167,"Russians, Polish, French, Austrians, Norwegians, Dutch, Greeks",Encyclopedia of Camps and Ghettos p. 475,prisoners worked in subsidiary of Messerschmitt producing aircraft parts; IG Farben chemical concern was nearby,,Messerschmitt
03-0309-1,688,Garmisch-Partenkirchen,Dachau,0,1,1,,44,12,09,"""December 9, 1944""",45,04,27,"""April 27, 1945""",,"""1944-12-09T00:00:00.000Z""","""1945-04-27T00:00:00.000Z""",14,3,0,,0,47.5,11.1,,Encyclopedia of Camps and Ghettos p. 476,"inmates worked as masons, carpenters and in similar construction jobs",,
03-0316-1,689,Gendorf [aka Emmerting],Dachau,0,1,1,"Wehrmacht rented to IG Farben, Anorgana GmbH Gendorf",43,10,,"""October 1943""",45,,,,"POW, Jewish","""1943-10-15T00:00:00.000Z""","""1945-03-01T00:00:00.000Z""",225,4,0,,0,48.1833,12.7333,"Soviet Union, Czech, Yugoslavian, Polish, French, German",Encyclopedia of Camps and Ghettos p. 477,produced diglycol for production of ammunition but also used as antifreeze; produced acetaldehyde for paint and varnish; built for poison gas production,,IG Farben
03-0321-1,690,Germering [aka Neuaubing],Dachau,0,1,1,,44,01,,"""Janaury 1944""-ITS, Others say ""May 1944""",45,05,,"""May 1945""-Witnesses, or  September 6 or 20, 1944""-Others",,"""1944-01-15T00:00:00.000Z""","""1945-05-15T00:00:00.000Z""",125,1,0,,0,48.1333,11.3667,,Encyclopedia of Camps and Ghettos p. 478,"prisoners worked for the Dornier company, which produced military aircraft",BB added N_FIRM data 7/4/2012,
03-0378-0,692,Halfing [aka Brüningsau] (first),Dachau,0,0,0,Cleaned up Villa Brüningsau for Pohl's wedding,42,11,19,"""November 19, 1942""-1st Camp, ""September 7, 1944""-2nd Camp",42,12,18,"""December 18, 1942""- 1st Camp, ""April 25, 1945""-2nd camp",,"""1942-11-19T00:00:00.000Z""","""1942-12-18T00:00:00.000Z""",10,6,0,,1,47.951031,12.276925,,Encyclopedia of Camps and Ghettos p. 479,prisoners renovated Villa Bruningsau for Pohl's wedding,,
03-0378-0,1679,Halfing [aka Brüningsau] (second),Dachau,0,0,0,Renovated Villa Brüningsau,44,09,07,"""November 19, 1942""-1st Camp, ""September 7, 1944""-2nd Camp",45,04,25,"""December 18, 1942""- 1st Camp, ""April 25, 1945""-2nd camp",,"""1944-09-07T00:00:00.000Z""","""1945-04-25T00:00:00.000Z""",10,6,0,"Assigned lat lon of Halfing, Germany",1,47.951031,12.276925,,Encyclopedia of Camps and Ghettos p. 479,prisoners renovated Villa Bruningsau,,
03-0381-1,693,Hallein,Dachau,0,1,1,,43,06,,"""Before September 1943, probably June""",45,04,05,"""April 5, 1945""",,"""1943-06-15T00:00:00.000Z""","""1945-04-05T00:00:00.000Z""",90,1,0,,0,47.6833,13.1,,Encyclopedia of Camps and Ghettos p. 479,employed by Bauleitung der Waffen-SS und Polizei (Waffen-SS and Police Building Admin),,
03-0418-1,694,Haunstetten,Dachau,0,1,1,Messerschmitt- Aircraft Factory,43,02,,"""February 1943""",44,04,13,"""April 13, 1944""","Political, Jewish, Gypsies","""1943-02-15T00:00:00.000Z""","""1944-04-13T00:00:00.000Z""",2700,4,0,,0,48.3167,10.9167,"Germans, Austrians, Russians, French, Polish",Encyclopedia of Camps and Ghettos p. 480,almost all worked for Messerchmitt,,Messerschmitt
03-0419-1,1384,Hausham (men),Dachau,0,1,1,,42,07,09,"""July 9, 1942""",,04,29,"""April 29, 1945""",,"""1942-07-09T00:00:00.000Z""","""1945-04-29T00:00:00.000Z""",1,1,0,"Assigned lat long of Hausham, Germany",1,47.750185,11.83518,,Encyclopedia of Camps and Ghettos p. 481,"2 camps: one for men, one for women. Men employed at the estate Unter und Erholungsheim (Comradeship and Rest Home); women - Amtsgruppe W V of SS Business Admin",,
03-0423-0,1257,Heidenheim,Dachau,0,0,0,,41,10,20,"""January 13, 1945""",42,11,26,,"Career criminals, Communist, protective detention prisoners, illegal political activity, no jews","""1941-10-20T00:00:00.000Z""","""1942-11-26T00:00:00.000Z""",50,3,0,,0,48.6833,10.15,"Luxemburg, Polish, French, Russian, German",Encyclopedia of Camps and Ghettos p. 483,worked for Rapp and Schule construction company,,
03-0463-1,697,"Innsbruck (SS-Sonderlager) [aka Auffanglager Innsbruck, Reichenau]",Dachau,0,1,1,,45,04,24,"""First mentioned April 24, 1945""",45,04,25,"""April 25, 1945, or April 27""",,"""1945-04-24T00:00:00.000Z""","""1945-04-25T00:00:00.000Z""",137,1,0,,0,47.2667,11.4,Varying European Nationalities,Encyclopedia of Camps and Ghettos p. 484,prominent political prisoners were held here and forced to do punishment excercises in the mornings,BB added N_FIRM data 7/4/2012,
03-0464-1,698,Innsbruck I,Dachau,0,1,1,Reich Road Construction Bureau,42,10,13,"""October 13, 1942""",,,,"""Last mentioned April 25, 1945""",,"""1942-10-13T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1,3,0,"Found Neustift on google maps near Innsbruck, Austria-- camp was a division that traveled, working on highways but also on SS school in Neustift",0,47.1101,11.3063,,Encyclopedia of Camps and Ghettos p. 485,German Highway Construction Office; Construction Admin of Aaffen-SS and Police; SS-Hochgebirgsschule (mountain school) Neustift,"This entry one of several where last mention is late April, 1945",
03-0477-3,699,Karlsfeld [aka Karlsfeld OT],Dachau,2,1,3,OT Roadbed and Track Construction Office,44,07,11,"""July 11, 1944""",44,12,07,"""December 7, 1944""",,"""1944-07-11T00:00:00.000Z""","""1944-12-07T00:00:00.000Z""",750,7,0,,0,48.2167,11.4667,,Encyclopedia of Camps and Ghettos p. 485,"Hachau Higher Construction Office; repaired train tracks, built bunkers, BMW in the Sager and Worner work detachment",,OT
03-0478-0,700,Karlsfeld-Rothschwaige [aka Rothschwaige],Dachau,0,0,0,OT Roadbed and Track Construction Office,44,06,19,"""First mentioned June 19, 1944""",44,07,31,"""July 31, 1944""",,"""1944-06-19T00:00:00.000Z""","""1944-07-31T00:00:00.000Z""",1,3,0,Placed in Rothschwaige,0,48.2382,11.4561,,Encyclopedia of Camps and Ghettos p. 486,prisoners worked for the Dachau Higher Construction Office of the Organisation Todt (OT),BB added N_FIRM data 7/4/2012,OT
03-0486-1,701,Kaufbeuren,Dachau,0,1,1,"BMW, Formholz",44,05,23,"""May 23, 1944""",45,04,15,"""April 15, 1945""","Political, Jewish, Gypsies","""1944-05-23T00:00:00.000Z""","""1945-04-15T00:00:00.000Z""",600,4,5,,0,47.8833,10.6167,"Mostly French, Russians and Polish, also Germans, Czechs, Serbs, Yugoslavs, Slovenes, Italians, Dutch, Belgians, Latvians, Spaniards,  Luxemburgers, Greeks, a Swiss and a stateless man",Encyclopedia of Camps and Ghettos p. 486,"BMW made propellers, wheel mountains and bearings for fighter jets; some also worked for Altbau Weaving Mill for Formholz",,BMW
03-0487-3,702,Kaufering I-XI,Dachau,2,1,3,"Leonhard Moll, Philipp Holzmann, Karl Stohr",44,06,18,"""June 18, 1944""",45,04,,"""Evacuated middle/end of April 1945""",Jewish,"""1944-06-18T00:00:00.000Z""","""1945-04-15T00:00:00.000Z""",3500,4,0,,0,48.0833,10.8833,"Polish, Hungarian, Rumanian, Dutch, French, Italian, Czech, Island of Rhodes.",Encyclopedia of Camps and Ghettos p. 488,fighter plane production in underground bunkers,,
03-0492-3,703,Kempten (Helmuth Sachse KG),Dachau,2,1,3,"Helmuth Sachse KG, BMW",43,08,,"""Early August 1943""",45,05,,"""End of April, 1945""",,"""1943-08-01T00:00:00.000Z""","""1945-05-01T00:00:00.000Z""",550,4,7,,0,47.7167,10.3167,"Italian, French",Encyclopedia of Camps and Ghettos p. 490,"BMW had share in Sachse KG; some men were also plumbers, some removed damage after bombs",,
03-0521-1,704,Königssee,Dachau,0,1,1,,44,07,21,"""July 21, 1944""- ITS, ""September 2, 1944""- Zentrale Stelle Der Landesjustizverwaltugen",44,09,19,"""September 19, 1944""",,"""1944-07-21T00:00:00.000Z""","""1944-09-19T00:00:00.000Z""",140,3,7,,0,47.6,13,,Encyclopedia of Camps and Ghettos p. 492,construction work on SS residences and bunkers,,
03-0525-0,705,Kottern/Fischen,Dachau,0,0,0,Messerschmitt,44,11,06,"""November 6, 1944""",45,04,25,"""April 25, 1945""",Political,"""1944-11-06T00:00:00.000Z""","""1945-04-25T00:00:00.000Z""",526,4,3,,0,47.45,10.2833,"Russians, Polish, Czech, Belgian, Italian, Austrian, German",Encyclopedia of Camps and Ghettos p. 493,constructed tools and gauges for aircraft production; some also worked constructing barracks,,Messerschmitt
03-0526-1,706,Kottern-Weidach,Dachau,0,1,1,"Messerschmitt, Kemper Werkstatte fur Panzer- und Kriegsfahrzeugbau",44,,,"""End 1943/Early 1944""",45,,,"""Prisoners were finally free at the end of April 1945""",,"""1944-01-01T00:00:00.000Z""","""1945-05-01T00:00:00.000Z""",1000,4,0,,0,47.7,10.3167,"French, Russians, Italians, Austrians",Encyclopedia of Camps and Ghettos p. 494,Spinnerei-Weberei Kottern produced aircraft parts for Messerschmitt,,Messerschmitt
03-0543-1,707,Landsberg,Dachau,0,1,1,"Dornier, Messerschmitt",44,07,14,"""July 14, 1944""",45,04,24,"""April 24, 1945""",A few Jews,"""1944-07-14T00:00:00.000Z""","""1945-04-24T00:00:00.000Z""",647,4,0,,0,48.05,10.8667,"French,Polish, Hungarians, Russian, Ukrainian,",Encyclopedia of Camps and Ghettos p. 496,prisoners worked for Dornier and Messerschmitt on the production line,BB added N_FIRM data 7/4/2012,Messerschmitt
03-0544-1,708,Landsberg (Dynamit AG) (men),Dachau,0,1,1,Dynamit AG,45,03,,"""First mentioned March, 1945""",,,,"""Last mentioned April 25, 1945""",,"""1945-03-15T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",10,1,0,Placed in Landsberg am Lech,1,48.0475,10.8827,,Encyclopedia of Camps and Ghettos p. 497,no information available,"This entry one of several where last mention is late April, 1945",DAG
03-0544-2,708,Landsberg (Dynamit AG) (women),Dachau,2,0,2,Dynamit AG,45,02,11,"""First mentioned February 11, 1945""",,,,"""Last mentioned April 25, 1945""",,"""1945-02-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1,1,0,Placed in Landsberg am Lech,1,48.0475,10.8827,,Encyclopedia of Camps and Ghettos p. 497,no information available,,DAG
03-0545-0,710,Landshut,Dachau,0,0,0,Oberleitugn Organisation Todt,44,09,,"""First mentioned September, 1944""",45,04,,"""February 5/6, 1945""- Georg Spitlzberger, ""End of April 1945""- ITS, Bundesgesetzblatt",Mostly Jews,"""1944-09-15T00:00:00.000Z""","""1945-04-28T00:00:00.000Z""",500,3,7,,0,48.5333,12.15,,Encyclopedia of Camps and Ghettos p. 497,"prisoners were to establish a supply camp for the Wehrmacht leveled the ground, built roads, relocated railway connection, cleaned up after air raids",,OT
03-0558-0,711,Lauingen I,Dachau,0,0,0,Messerschmitt,44,03,,"""March 1944""-I, ""August 1944""- II, ""December 1944""- III",45,04,10,"""April 10 or 12, 1945""",,"""1944-03-15T00:00:00.000Z""","""1945-04-10T00:00:00.000Z""",1,4,0,,1,48.5667,10.4333,"Russian, Polish",Encyclopedia of Camps and Ghettos p. 498,agricultural machine factory Kodel & Bohm; airplane parts,,Messerschmitt
03-0558-0,1680,Lauingen II,Dachau,0,0,0,Messerschmitt,44,08,,"""March 1944""-I, ""August 1944""- II, ""December 1944""- III",45,04,10,"""April 10 or 12, 1945""",,"""1944-08-15T00:00:00.000Z""","""1945-04-10T00:00:00.000Z""",1,5,4,"Assigned lat lon of Lauingen, Germany",1,48.5667,10.4333,"Russian, Polish",Encyclopedia of Camps and Ghettos p. 498,Ludwigsau Feller & Co. cloth factory; airplane parts,,Messerschmitt
03-0558-0,1681,Lauingen Birkackerhof,Dachau,0,0,0,Messerschmitt,44,12,,"""March 1944""-I, ""August 1944""- II, ""December 1944""- III",45,04,10,"""April 10 or 12, 1945""",,"""1944-12-15T00:00:00.000Z""","""1945-04-10T00:00:00.000Z""",1,4,0,"Assigned lat lon of Lauingen, Germany",1,48.5667,10.4333,"Russian, Polish",Encyclopedia of Camps and Ghettos p. 498,airplane parts,,Messerschmitt
03-0588-0,712,Lochau,Dachau,0,0,0,,45,04,07,"""April 7, 1945""",45,05,01,"""Camp liberated April 30 or May 1, 1945""",,"""1945-04-07T00:00:00.000Z""","""1945-05-01T00:00:00.000Z""",16,6,3,,0,47.5333,9.75,,Encyclopedia of Camps and Ghettos p. 500,"purpose was to continue medical research from main camp; Pektin experimental station established; inmates transported equipment, prepared new location, cleaned lab",,
03-0643-3,713,Mühldorf,Dachau,2,1,3,"Polenzky & Zollner, Martin Wiess, SS- Weingut-Betriebs-GmbH, AEG, Siemens & Halske, Siemens & Schuckert, Telefunken, and Carl Zeiss",44,03,,"""March 1944""",45,04,,,Jews,"""1944-03-15T00:00:00.000Z""","""1945-04-01T00:00:00.000Z""",8300,4,3,,0,48.2563,12.459,Hungarian,Encyclopedia of Camps and Ghettos p. 500,used for production of aircraft parts; also some work for the SS creating bunkers and underground factories,,Siemens
03-0648-0,714,München-Allach (BMW),Dachau,0,0,0,"BMW, Dyckerhoff, Sager & Worner, Kirsh and Pumpel & Co.",43,02,,"""First mentioned February, 1943""",45,04,30,,,"""1943-02-15T00:00:00.000Z""","""1945-04-30T00:00:00.000Z""",4742,3,7,,0,48.2081,11.4867,"Russian, French, Polish, Yugoslavian, Italian, German",Encyclopedia of Camps and Ghettos p. 516,"intially prisoners constructed the camp, later used in the factory, BMW factory, bunker construction, Sager & Worner, saw mill and Pumpel & Co.",,BMW
03-0649-3,715,München-Allach (OT Bau) [aka Rothschwaige],Dachau,2,1,3,,44,05,17,"""First mentioned May 17, 1944""",45,03,31,"""March 31, 1945"" or ""April 25, 1945""","Jewish, Gypsies","""1944-05-17T00:00:00.000Z""","""1945-03-31T00:00:00.000Z""",512,1,0,,0,48.248,11.4592,"Hungarian, Roma, Sinti",Encyclopedia of Camps and Ghettos p. 517,no information available,,
03-0650-0,716,München-Allach (Porzellanmanufaktur) [aka München (Porzellanmanufaktur)],Dachau,0,0,0,Porzellanmanufaktur Allach,41,06,,"""June 1941""",,,,"""Last mentioned April 25, 1945""",,"""1941-06-15T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",30,5,0,,0,48.1887,11.4709,"German, Polish",Encyclopedia of Camps and Ghettos p. 518,"Porzellanmanufaktur Allach (Porcelain Manufacturer, PMA); inmates worked for firm",,
03-0651-2,717,München-Allach (SS-Arbeits- und Krankenlager),Dachau,2,0,2,,45,04,11,"""First mentioned April 11, 1945""",,,,"""Last mentioned April 25, 1945""",,"""1945-04-11T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1,1,0,"Placed in area Allach, Munchen",0,48.1971,11.4582,,Encyclopedia of Camps and Ghettos p. 518,no information available,BB added N_FIRM data 7/4/2012,
